Time,Channel A,Channel B
(ms),(V),(mV)
-0.10073623,-1.00070200,0.05340739
-0.10041623,-1.00070200,0.05340739
-0.10009623,-0.98324530,0.05340739
-0.09977623,-0.98324530,0.49287390
-0.09945623,-0.98324530,0.05340739
-0.09913623,-0.98324530,0.05340739
-0.09881623,-0.98324530,0.05340739
-0.09849623,-0.98324530,-0.38758500
-0.09817623,-0.98324530,0.05340739
-0.09785623,-0.98324530,-0.38758500
-0.09753623,-0.98324530,0.05340739
-0.09721623,-0.98324530,-0.38758500
-0.09689623,-0.98324530,0.05340739
-0.09657623,-0.98324530,-0.38758500
-0.09625623,-0.98324530,-0.82857750
-0.09593623,-0.98324530,-0.38758500
-0.09561623,-0.96572770,-0.38758500
-0.09529623,-0.98324530,0.05340739
-0.09497623,-0.98324530,0.05340739
-0.09465623,-0.98324530,-0.82857750
-0.09433623,-0.96572770,-0.38758500
-0.09401623,-0.96572770,0.05340739
-0.09369623,-0.96572770,0.05340739
-0.09337623,-0.96572770,-0.82857750
-0.09305623,-0.96572770,-0.82857750
-0.09273623,-0.96572770,-0.38758500
-0.09241623,-0.96572770,-0.38758500
-0.09209623,-0.96572770,-0.38758500
-0.09177623,-0.96572770,-0.38758500
-0.09145623,-0.94827120,-0.38758500
-0.09113623,-0.96572770,-0.38758500
-0.09081623,-0.94827120,-0.82857750
-0.09049623,-0.94827120,-0.38758500
-0.09017623,-0.94827120,-0.38758500
-0.08985623,-0.94827120,0.05340739
-0.08953623,-0.94827120,0.05340739
-0.08921623,-0.94827120,0.05340739
-0.08889623,-0.94827120,0.05340739
-0.08857623,-0.94827120,0.05340739
-0.08825623,-0.94827120,0.05340739
-0.08793623,-0.94827120,0.05340739
-0.08761623,-0.94827120,0.05340739
-0.08729623,-0.93075350,0.05340739
-0.08697623,-0.94827120,-0.38758500
-0.08665623,-0.93075350,0.05340739
-0.08633623,-0.94827120,0.05340739
-0.08601623,-0.93075350,-0.82857750
-0.08569623,-0.93075350,-0.82857750
-0.08537623,-0.93075350,-0.38758500
-0.08505623,-0.91329690,0.05340739
-0.08473623,-0.91329690,-0.38758500
-0.08441623,-0.91329690,-0.38758500
-0.08409623,-0.91329690,0.05340739
-0.08377623,-0.91329690,-0.38758500
-0.08345623,-0.91329690,-0.82857750
-0.08313623,-0.91329690,-0.38758500
-0.08281623,-0.91329690,-0.38758500
-0.08249623,-0.91329690,-0.82857750
-0.08217623,-0.91329690,0.05340739
-0.08185623,-0.91329690,0.05340739
-0.08153623,-0.91329690,0.05340739
-0.08121623,-0.89577930,0.05340739
-0.08089623,-0.89577930,0.05340739
-0.08057623,-0.89577930,0.05340739
-0.08025623,-0.89577930,0.05340739
-0.07993623,-0.87832270,0.05340739
-0.07961623,-0.87832270,0.05340739
-0.07929623,-0.87832270,0.05340739
-0.07897623,-0.87832270,0.05340739
-0.07865623,-0.87832270,0.05340739
-0.07833623,-0.87832270,0.05340739
-0.07801623,-0.87832270,-0.38758500
-0.07769623,-0.87832270,-0.82857750
-0.07737623,-0.87832270,-0.82857750
-0.07705623,-0.87832270,-0.38758500
-0.07673623,-0.87832270,-0.82857750
-0.07641623,-0.87832270,-0.38758500
-0.07609623,-0.87832270,-0.82857750
-0.07577623,-0.87832270,-0.38758500
-0.07545623,-0.87832270,-0.38758500
-0.07513623,-0.86080510,-0.82857750
-0.07481623,-0.86080510,-0.82857750
-0.07449623,-0.84334850,-0.38758500
-0.07417623,-0.86080510,-0.38758500
-0.07385623,-0.84334850,-0.38758500
-0.07353623,-0.84334850,-0.38758500
-0.07321623,-0.84334850,0.05340739
-0.07289623,-0.84334850,0.05340739
-0.07257623,-0.84334850,0.49287390
-0.07225623,-0.84334850,0.05340739
-0.07193623,-0.82583090,0.05340739
-0.07161623,-0.82583090,0.05340739
-0.07129623,-0.84334850,0.05340739
-0.07097623,-0.82583090,-0.38758500
-0.07065623,-0.82583090,0.05340739
-0.07033623,-0.82583090,-0.38758500
-0.07001623,-0.82583090,-0.38758500
-0.06969623,-0.82583090,0.05340739
-0.06937623,-0.82583090,-0.82857750
-0.06905623,-0.80837430,-0.82857750
-0.06873623,-0.80837430,-0.82857750
-0.06841623,-0.80837430,-0.82857750
-0.06809623,-0.80837430,-0.82857750
-0.06777623,-0.80837430,-0.38758500
-0.06745623,-0.80837430,-0.38758500
-0.06713623,-0.80837430,-0.82857750
-0.06681623,-0.80837430,-0.38758500
-0.06649623,-0.80837430,-0.82857750
-0.06617623,-0.80837430,-0.38758500
-0.06585623,-0.79085670,-0.82857750
-0.06553623,-0.79085670,-0.82857750
-0.06521623,-0.77340010,-0.82857750
-0.06489623,-0.77340010,-0.82857750
-0.06457623,-0.77340010,-0.82857750
-0.06425623,-0.77340010,-0.82857750
-0.06393623,-0.77340010,0.05340739
